sample_id,answer_changed,transition_group,stable_correct,broken,repaired,stable_wrong,stable_wrong_same,stable_wrong_different,gold_answer,baseline_answer,swap_answer,clean_numeric_trace,swap_numeric_trace,clean_numeric_count,swap_numeric_count,numeric_trace_edit_distance,numeric_trace_edit_distance_normalized,first_numeric_divergence_index,shared_numeric_prefix_length
mgsm_0213,True,repaired,False,False,True,False,False,False,250,225,250,"[""50"", ""500"", ""2"", ""50"", ""500"", ""2"", ""450"", ""2"", ""225"", ""225"", ""275"", ""500"", ""275"", ""225"", ""225"", ""1"", ""2"", ""50"", ""3"", ""500"", ""50"", ""500"", ""4"", ""2"", ""50""]","[""1"", ""100"", ""50"", ""100"", ""50"", ""150"", ""2"", ""500"", ""100"", ""150"", ""500"", ""100"", ""150"", ""500"", ""100"", ""150"", ""500"", ""250""]",25,18,21,0.84,0,0
mgsm_0214,True,stable_wrong,False,False,False,True,False,True,8,4,5,"[""4"", ""2"", ""4"", ""1"", ""4"", ""2"", ""4"", ""2"", ""4"", ""2"", ""4"", ""4"", ""2"", ""4"", ""4"", ""2"", ""4"", ""4"", ""4"", ""2"", ""4"", ""16"", ""-2"", ""-16"", ""8""]","[""1"", ""2"", ""4"", ""4"", ""4"", ""2"", ""3"", ""4"", ""4"", ""4"", ""5"", ""4""]",25,12,15,0.6,0,0
mgsm_0215,False,stable_correct,True,False,False,False,False,False,44,44,44,"[""320"", ""32"", ""320"", ""32"", ""352"", ""8"", ""352"", ""8"", ""44"", ""44"", ""44""]","[""1"", ""320"", ""32"", ""2"", ""352"", ""3"", ""352"", ""8"", ""4"", ""352"", ""8"", ""44"", ""44""]",11,13,6,0.46153846153846156,0,0
mgsm_0216,True,broken,False,True,False,False,False,False,220,220,1544.96,"[""10"", ""2000"", ""0.1"", ""200"", ""2000"", ""200"", ""2200"", ""165"", ""12"", ""165"", ""12"", ""1980"", ""2200"", ""1980"", ""220"", ""220"", ""1"", ""2000"", ""200"", ""2000"", ""200"", ""2200""]","[""1"", ""2000"", ""1"", ""0.1"", ""2200"", ""2200"", ""12"", ""183.33"", ""12"", ""183.33"", ""12"", ""2199.96"", ""12"", ""2199.96"", ""2199.96"", ""165"", ""1544.96"", ""1544.96""]",22,18,18,0.8181818181818182,0,0
mgsm_0217,True,broken,False,True,False,False,False,False,15,15,11,"[""4"", ""7"", ""11"", ""4"", ""11"", ""15"", ""15"", ""1"", ""4"", ""7"", ""2"", ""4"", ""7"", ""3"", ""4"", ""7"", ""11"", ""4""]","[""1"", ""4"", ""2"", ""7"", ""3"", ""4"", ""7"", ""4"", ""11"", ""11"", ""11""]",18,11,12,0.6666666666666666,0,0
mgsm_0218,True,repaired,False,False,True,False,False,False,45,12,45,"[""1"", ""3"", ""2"", ""0.5"", ""21"", ""0.5"", ""21"", ""0.5"", ""42"", ""3"", ""3"", ""21"", ""63"", ""21"", ""3"", ""63"", ""21"", ""42"", ""3"", ""12""]","[""1"", ""3"", ""3"", ""21"", ""63"", ""2"", ""2"", ""2"", ""21"", ""42"", ""3"", ""63"", ""3"", ""66"", ""21"", ""3"", ""24"", ""42"", ""3"", ""45"", ""4"", ""3"", ""66"", ""24"", ""45"", ""3"", ""135"", ""3"", ""45"", ""45""]",20,30,22,0.7333333333333333,2,2
mgsm_0219,True,broken,False,True,False,False,False,False,54,54,197,"[""68"", ""2"", ""10"", ""68/2"", ""10"", ""34"", ""10"", ""44"", ""17"", ""68"", ""17"", ""85"", ""251"", ""68"", ""44"", ""85"", ""251"", ""251"", ""68"", ""44"", ""85"", ""251"", ""197"", ""54"", ""54"", ""54"", ""1"", ""251"", ""68"", ""2""]","[""1"", ""251"", ""2"", ""68"", ""3"", ""10"", ""4"", ""17"", ""2"", ""10"", ""68"", ""2"", ""10"", ""34"", ""10"", ""44"", ""17"", ""68"", ""17"", ""85"", ""251"", ""68"", ""44"", ""85"", ""251"", ""197""]",30,26,21,0.7,0,0
mgsm_0220,False,stable_correct,True,False,False,False,False,False,70,70,70,"[""10"", ""3"", ""3"", ""10"", ""30"", ""5"", ""8"", ""8"", ""5"", ""40"", ""30"", ""40"", ""70"", ""70"", ""70"", ""1"", ""10"", ""3"", ""3"", ""10"", ""30"", ""2"", ""5"", ""8"", ""8""]","[""1"", ""3"", ""10"", ""3"", ""10"", ""30"", ""2"", ""8"", ""5"", ""8"", ""5"", ""40"", ""3"", ""30"", ""40"", ""70"", ""70""]",25,17,16,0.64,0,0
mgsm_0221,True,stable_wrong,False,False,False,True,False,True,90,180,540,"[""120"", ""90"", ""30"", ""30"", ""2"", ""60"", ""120"", ""60"", ""180"", ""180""]","[""1"", ""2"", ""3"", ""4"", ""2"", ""540""]",10,6,9,0.9,0,0
mgsm_0222,False,stable_correct,True,False,False,False,False,False,140,140,140,"[""90"", ""40"", ""90"", ""40"", ""50"", ""90"", ""50"", ""140"", ""140"", ""1"", ""90"", ""2"", ""40"", ""40"", ""90"", ""40"", ""50"", ""50"", ""3"", ""90"", ""50"", ""140"", ""140"", ""140""]","[""1"", ""90"", ""40"", ""2"", ""90"", ""40"", ""50"", ""3"", ""90"", ""50"", ""140"", ""140""]",24,12,13,0.5416666666666666,0,0
mgsm_0223,False,stable_correct,True,False,False,False,False,False,20000,20000,20000,"[""15000"", ""1"", ""3"", ""5000"", ""15000"", ""5000"", ""20000"", ""20000"", ""1"", ""2"", ""3"", ""20000"", ""20000""]","[""15000"", ""1"", ""3"", ""15000"", ""5000"", ""15000"", ""5000"", ""20000"", ""20000"", ""20000""]",13,10,5,0.38461538461538464,3,3
mgsm_0224,False,stable_correct,True,False,False,False,False,False,180,180,180,"[""3"", ""30"", ""3"", ""90"", ""5"", ""18"", ""5"", ""90"", ""90"", ""90"", ""180"", ""180"", ""180""]","[""3"", ""30"", ""3"", ""30"", ""90"", ""5"", ""18"", ""5"", ""18"", ""90"", ""90"", ""90"", ""180"", ""180""]",13,14,3,0.21428571428571427,3,3
mgsm_0225,True,broken,False,True,False,False,False,False,9,9,6,"[""6"", ""2"", ""3"", ""6"", ""3"", ""9"", ""9""]","[""1"", ""2"", ""6"", ""2"", ""3"", ""2"", ""3"", ""3"", ""6"", ""6""]",7,10,6,0.6,0,0
mgsm_0226,True,stable_wrong,False,False,False,True,False,True,33,0,45,"[""30"", ""20"", ""40"", ""90"", ""40"", ""8"", ""32"", ""32"", ""90"", ""0.356"", ""0.356"", ""0"", ""0"", ""0"", ""0"", ""1"", ""30"", ""20"", ""40"", ""90""]","[""30"", ""20"", ""40"", ""30"", ""20"", ""40"", ""90"", ""30"", ""0"", ""30"", ""20"", ""0"", ""14"", ""34"", ""40"", ""8"", ""32"", ""32"", ""90"", ""32"", ""90"", ""32"", ""90"", ""16"", ""45""]",20,25,20,0.8,3,3
mgsm_0227,True,stable_wrong,False,False,False,True,False,True,9,9.00,5.0,"[""6.5"", ""2"", ""1"", ""1"", ""0.25"", ""0.25"", ""0.5"", ""2"", ""1"", ""1"", ""0.5"", ""4.5"", ""3"", ""6.5"", ""4.5"", ""3"", ""14"", ""5"", ""14"", ""5"", ""9""]","[""1"", ""6.5"", ""2"", ""2"", ""1"", ""1"", ""0.25"", ""2"", ""2"", ""1"", ""1"", ""0.5"", ""4.5"", ""3"", ""6.5"", ""4.5"", ""11"", ""4"", ""3"", ""11"", ""3"", ""14"", ""5"", ""5""]",21,24,9,0.375,0,0
mgsm_0228,False,stable_correct,True,False,False,False,False,False,1,1,1,"[""2"", ""4"", ""2"", ""4"", ""2"", ""6"", ""360"", ""6"", ""360"", ""6"", ""60"", ""60"", ""60"", ""60"", ""1"", ""1"", ""1"", ""4"", ""4"", ""2""]","[""2"", ""4"", ""2"", ""6"", ""360"", ""6"", ""360"", ""6"", ""60"", ""1"", ""60"", ""60"", ""1"", ""1""]",20,14,7,0.35,3,3
mgsm_0229,True,repaired,False,False,True,False,False,False,21,84,21,"[""1"", ""120"", ""30"", ""30"", ""120"", ""120"", ""30"", ""100"", ""120"", ""0.3"", ""36"", ""2"", ""36"", ""3"", ""84"", ""50"", ""50"", ""84"", ""84"", ""50"", ""100"", ""84""]","[""1"", ""120"", ""30"", ""30/100"", ""120"", ""36"", ""2"", ""74"", ""36"", ""30"", ""36"", ""84"", ""3"", ""3/4"", ""84"", ""63"", ""84"", ""63"", ""21"", ""21""]",22,20,14,0.6363636363636364,3,3
mgsm_0230,True,broken,False,True,False,False,False,False,276000,276000,4,"[""12"", ""20000"", ""12"", ""20000"", ""240000"", ""10"", ""240000"", ""0.1"", ""24000"", ""1000"", ""12"", ""12"", ""1000"", ""12000"", ""240000"", ""24000"", ""12000"", ""276000"", ""276000"", ""1""]","[""1"", ""12"", ""20000"", ""2"", ""12"", ""20000"", ""10"", ""3"", ""12"", ""1000"", ""4"", ""5"", ""1"", ""12"", ""20000"", ""240000"", ""2"", ""240000"", ""10"", ""24000"", ""3"", ""12"", ""1000"", ""12000"", ""4""]",20,25,18,0.72,0,0
mgsm_0231,False,stable_correct,True,False,False,False,False,False,50,50,50,"[""20"", ""5"", ""5"", ""2"", ""5"", ""2"", ""20"", ""5"", ""2"", ""25"", ""2"", ""50"", ""50"", ""50"", ""1"", ""20"", ""5"", ""2"", ""5"", ""5""]","[""1"", ""20"", ""2"", ""5"", ""3"", ""20"", ""5"", ""25"", ""4"", ""5"", ""2"", ""25"", ""50"", ""50""]",20,14,14,0.7,0,0
mgsm_0232,True,broken,False,True,False,False,False,False,75,75,100,"[""50"", ""1"", ""2"", ""50"", ""2"", ""25"", ""2"", ""50"", ""25"", ""75"", ""3"", ""75"", ""75"", ""1"", ""50"", ""2"", ""2"", ""3"", ""4""]","[""1"", ""50"", ""2"", ""2"", ""3"", ""2"", ""50"", ""4"", ""100"", ""100""]",19,10,13,0.6842105263157895,0,0
mgsm_0233,True,repaired,False,False,True,False,False,False,12,24,12,"[""36"", ""1"", ""3"", ""36"", ""12"", ""12"", ""36"", ""12"", ""36"", ""12"", ""24"", ""24"", ""24"", ""1"", ""36"", ""1"", ""3"", ""36"", ""12"", ""12"", ""2"", ""36"", ""12"", ""24"", ""24"", ""24""]","[""1"", ""36"", ""2"", ""36"", ""36"", ""3"", ""36"", ""3"", ""12"", ""12"", ""3"", ""36"", ""3"", ""36"", ""3"", ""12"", ""12"", ""4"", ""36"", ""12"", ""12"", ""36"", ""24"", ""12"", ""12""]",26,25,17,0.6538461538461539,0,0
mgsm_0234,True,stable_wrong,False,False,False,True,False,True,21,14,3,"[""6"", ""7"", ""6"", ""42"", ""3"", ""3"", ""42"", ""3"", ""14"", ""14"", ""14"", ""1"", ""6"", ""2"", ""6"", ""12"", ""7"", ""12"", ""7"", ""84"", ""2"", ""3"", ""3""]","[""2"", ""1"", ""2"", ""2"", ""7"", ""7"", ""2"", ""7"", ""14"", ""3"", ""3"", ""4"", ""3"", ""14"", ""5"", ""3"", ""14""]",23,17,21,0.9130434782608695,0,0
mgsm_0235,False,stable_correct,True,False,False,False,False,False,10,10,10,"[""20"", ""4"", ""20"", ""4"", ""80"", ""8"", ""80"", ""80"", ""8"", ""10"", ""10"", ""10""]","[""20"", ""4"", ""20"", ""4"", ""80"", ""8"", ""80"", ""80"", ""8"", ""10"", ""10"", ""10""]",12,12,0,0.0,,12
mgsm_0236,False,stable_wrong,False,False,False,True,True,False,31,5,5,"[""25"", ""25"", ""5"", ""5"", ""5"", ""5"", ""1"", ""25"", ""2"", ""25"", ""5"", ""3"", ""5""]","[""1"", ""1"", ""5"", ""5"", ""1"", ""5"", ""2"", ""25"", ""25"", ""25"", ""5"", ""5"", ""5"", ""5""]",13,14,7,0.5,0,0
mgsm_0237,False,stable_wrong,False,False,False,True,True,False,90,60,60,"[""20"", ""10"", ""30"", ""60"", ""60"", ""60"", ""1"", ""20"", ""10"", ""30"", ""2"", ""30"", ""60"", ""60"", ""60""]","[""20"", ""10"", ""30"", ""60"", ""60"", ""60"", ""1"", ""20"", ""10"", ""30"", ""2"", ""30"", ""60"", ""60""]",15,14,1,0.06666666666666667,14,14
mgsm_0238,True,broken,False,True,False,False,False,False,68,68,3,"[""1"", ""5"", ""2"", ""2"", ""20"", ""5"", ""20"", ""5"", ""25"", ""2"", ""25"", ""2"", ""23"", ""23"", ""25"", ""20"", ""23"", ""25"", ""20"", ""68"", ""68""]","[""1"", ""2"", ""5"", ""20"", ""20"", ""5"", ""25"", ""25"", ""2"", ""23"", ""2"", ""23"", ""25"", ""20"", ""3""]",21,15,9,0.42857142857142855,1,1
mgsm_0239,True,broken,False,True,False,False,False,False,280,280,5,"[""1000"", ""0.3"", ""300"", ""1000"", ""300"", ""700"", ""700"", ""3"", ""5"", ""420"", ""700"", ""420"", ""280"", ""280"", ""280"", ""1"", ""1000"", ""0.3"", ""300"", ""2"", ""1000"", ""300"", ""700"", ""3""]","[""1"", ""1000"", ""2"", ""30"", ""30"", ""1000"", ""30"", ""100"", ""1000"", ""300"", ""3"", ""1000"", ""300"", ""700"", ""4"", ""700"", ""3/5"", ""3"", ""5"", ""3"", ""5"", ""700"", ""420"", ""5""]",24,24,23,0.9583333333333334,0,0
mgsm_0240,True,broken,False,True,False,False,False,False,21,21,27,"[""6"", ""2"", ""54"", ""2"", ""54"", ""27"", ""6"", ""33"", ""54"", ""33"", ""54"", ""33"", ""21"", ""21"", ""1"", ""54"", ""2"", ""2"", ""54"", ""2""]","[""1"", ""6"", ""6"", ""2"", ""2"", ""54"", ""54"", ""54"", ""2"", ""2"", ""54"", ""2"", ""27"", ""27""]",20,14,14,0.7,0,0
mgsm_0241,False,stable_correct,True,False,False,False,False,False,6,6,6,"[""1"", ""2"", ""1"", ""2"", ""2"", ""1"", ""3"", ""1"", ""2"", ""3"", ""3"", ""3"", ""3"", ""6"", ""6"", ""1"", ""2"", ""1"", ""2"", ""2"", ""1"", ""3"", ""1"", ""2"", ""3"", ""3""]","[""1"", ""2"", ""3"", ""2"", ""4"", ""5"", ""2"", ""1"", ""3"", ""6"", ""3"", ""2"", ""6"", ""7"", ""6"", ""6""]",26,16,19,0.7307692307692307,2,2
mgsm_0242,True,repaired,False,False,True,False,False,False,3,0.5,3,"[""5"", ""2"", ""3"", ""2"", ""3"", ""2"", ""6"", ""5"", ""6"", ""5"", ""30"", ""1"", ""7"", ""30"", ""30"", ""1"", ""30"", ""60"", ""30"", ""30"", ""60"", ""0.5"", ""0.5"", ""0.5"", ""1"", ""5""]","[""1"", ""5"", ""2"", ""5"", ""2"", ""3"", ""2"", ""2"", ""3"", ""5"", ""2"", ""2"", ""5"", ""10"", ""4"", ""3"", ""10"", ""3"", ""10"", ""30"", ""5"", ""1"", ""6"", ""30"", ""30"", ""6"", ""180"", ""6"", ""60"", ""180"", ""60"", ""3"", ""3""]",26,33,23,0.696969696969697,0,0
mgsm_0243,False,stable_correct,True,False,False,False,False,False,250,250,250,"[""15"", ""30"", ""15"", ""30"", ""450"", ""1000"", ""450"", ""550"", ""550"", ""300"", ""250"", ""250"", ""250"", ""1"", ""15"", ""30"", ""15"", ""30"", ""450"", ""2"", ""1000"", ""1000"", ""450"", ""550""]","[""15"", ""30"", ""15"", ""30"", ""450"", ""300"", ""450"", ""300"", ""750"", ""1000"", ""750"", ""250"", ""250"", ""250""]",24,14,16,0.6666666666666666,5,5
mgsm_0244,True,stable_wrong,False,False,False,True,False,True,20,18,1,"[""24"", ""5"", ""24"", ""5"", ""19"", ""5"", ""2"", ""10"", ""19"", ""10"", ""9"", ""27"", ""27"", ""9"", ""18"", ""18"", ""18"", ""1"", ""24"", ""5"", ""24"", ""5"", ""19"", ""2"", ""5"", ""2""]","[""1"", ""24"", ""2"", ""5"", ""24"", ""5"", ""19"", ""3"", ""2"", ""5"", ""10"", ""19"", ""10"", ""9"", ""4"", ""27"", ""27"", ""27"", ""9"", ""18"", ""5"", ""5"", ""10"", ""15"", ""1""]",26,25,15,0.5769230769230769,0,0
mgsm_0245,True,stable_wrong,False,False,False,True,False,True,7,18,14,"[""4"", ""32"", ""4"", ""32"", ""36"", ""36"", ""2"", ""36"", ""36"", ""2"", ""18"", ""18"", ""18"", ""1"", ""2"", ""4"", ""32"", ""2"", ""4"", ""32"", ""3"", ""2"", ""36"", ""2""]","[""1"", ""4"", ""32"", ""2"", ""32"", ""4"", ""28"", ""3"", ""28"", ""2"", ""4"", ""28"", ""2"", ""14"", ""5"", ""14"", ""14"", ""28"", ""6"", ""14"", ""14""]",24,21,20,0.8333333333333334,0,0
mgsm_0246,True,repaired,False,False,True,False,False,False,27000,5400,27000,"[""6"", ""4"", ""6"", ""4"", ""24"", ""250"", ""24"", ""24"", ""250"", ""6000"", ""10"", ""6000"", ""6000"", ""0.1"", ""6000"", ""600"", ""5400"", ""5400"", ""5400"", ""1"", ""6"", ""4"", ""6"", ""4"", ""24"", ""2""]","[""1"", ""6"", ""4"", ""24"", ""2"", ""24"", ""5"", ""120"", ""3"", ""250"", ""120"", ""30000"", ""4"", ""30000"", ""10"", ""3000"", ""5"", ""30000"", ""3000"", ""27000"", ""27000""]",26,21,22,0.8461538461538461,0,0
mgsm_0247,False,stable_correct,True,False,False,False,False,False,32,32,32,"[""12"", ""43"", ""15"", ""4"", ""22"", ""96"", ""3"", ""96"", ""3"", ""32"", ""32"", ""32"", ""1"", ""12"", ""43"", ""15"", ""4"", ""22"", ""12"", ""43"", ""15"", ""4"", ""22"", ""96"", ""2"", ""3"", ""96"", ""3"", ""96"", ""3"", ""32"", ""32"", ""32""]","[""1"", ""12"", ""43"", ""15"", ""4"", ""22"", ""96"", ""2"", ""3"", ""96"", ""3"", ""32"", ""32"", ""32""]",33,14,19,0.5757575757575758,0,0
mgsm_0248,False,stable_correct,True,False,False,False,False,False,300,300,300,"[""50"", ""4"", ""50"", ""4"", ""200"", ""1.5"", ""200"", ""200"", ""1.5"", ""300"", ""300"", ""300""]","[""50"", ""4"", ""50"", ""4"", ""200"", ""1.5"", ""200"", ""200"", ""1.5"", ""300"", ""300"", ""300""]",12,12,0,0.0,,12
mgsm_0249,True,stable_wrong,False,False,False,True,False,True,5600,3000,4,"[""4"", ""5"", ""4"", ""5"", ""20"", ""2"", ""5"", ""13"", ""2"", ""18"", ""36"", ""20"", ""200"", ""4000"", ""5"", ""200"", ""1000"", ""4000"", ""1000"", ""3000"", ""3000"", ""1"", ""4"", ""5"", ""4"", ""5"", ""20"", ""13"", ""2""]","[""1"", ""4"", ""4"", ""20"", ""5"", ""20"", ""4"", ""5"", ""5"", ""20"", ""2"", ""13"", ""2"", ""13"", ""26"", ""5"", ""20"", ""13"", ""26"", ""64"", ""3"", ""20"", ""5"", ""25"", ""25"", ""64"", ""89"", ""4""]",29,28,24,0.8275862068965517,0,0
